1773899509.600969 server started (4143): version 3.6, socket /tmp/tmux-1001/default, protocol 8
1773899509.600980 on Linux 5.15.0-139-generic #149~20.04.1-Ubuntu SMP Wed Apr 16 08:29:56 UTC 2025
1773899509.600984 using libevent 2.1.12-stable poll
1773899509.600986 using ncurses 6.5 20240427
1773899509.601850 cmd_parse_build_commands 0:2: Rename current session
1773899509.601851 cmd_parse_build_commands 0:3: $
1773899509.601853 cmd_parse_build_commands 0:4 0:0: command-prompt
1773899509.601854 cmd_parse_build_commands 0:4 0:1: -I#S
1773899509.601856 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1773899509.601857 cmd_parse_build_commands 0:4 0:2 0:1: --
1773899509.601859 cmd_parse_build_commands 0:4 0:2 0:2: %%
1773899509.601861 cmd_parse_build_commands 0:0: command-prompt
1773899509.601862 cmd_parse_build_commands 0:1: -I#S
1773899509.601864 cmd_parse_build_commands 0:2 0:0: rename-session
1773899509.601866 cmd_parse_build_commands 0:2 0:1: --
1773899509.601867 cmd_parse_build_commands 0:2 0:2: %%
1773899509.601869 cmd_parse_build_commands 0:0: rename-session
1773899509.601870 cmd_parse_build_commands 0:1: --
1773899509.601872 cmd_parse_build_commands 0:2: %%
1773899509.601874 args_parse_flags: next --
1773899509.601876 args_parse: flags end at 2 of 3
1773899509.601877 args_parse: 2 = %% (type STRING)
1773899509.601880 cmd_parse_build_commands: rename-session "%%"
1773899509.601881 args_parse_flags: next -I#S
1773899509.601883 args_parse_flag_argument: -I = #S
1773899509.601884 args_parse: flags end at 2 of 3
1773899509.601887 args_parse: 2 = rename-session "%%" (type COMMANDS)
1773899509.601890 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1773899509.601892 args_parse_flags: next -N
1773899509.601894 args_parse_flag_argument: -N = Rename current session
1773899509.601895 args_parse_flags: next $
1773899509.601897 args_parse: flags end at 3 of 5
1773899509.601898 args_parse: 3 = $ (type STRING)
1773899509.601901 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1773899509.601907 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1773899509.601912 cmdq_get_command: [bind-key/0x55b5d8787200] group 66
1773899509.601914 cmdq_append <global>: [bind-key/0x55b5d8787200]
1773899509.601915 yylex_token: end at WS
1773899509.601917 yylex_token: bind
1773899509.601918 yylex_token: end at WS
1773899509.601919 yylex_token: -N
1773899509.601921 yylex_token: end at WS
1773899509.601923 yylex_token: Split window horizontally
1773899509.601924 yylex_get_word: %
1773899509.601926 yylex_token: end at WS
1773899509.601927 yylex_token: split-window
1773899509.601929 yylex_token: end at WS
1773899509.601930 yylex_token: -h
1773899509.601932 cmd_parse_build_commands 0:0: bind
1773899509.601933 cmd_parse_build_commands 0:1: -N
1773899509.601935 cmd_parse_build_commands 0:2: Split window horizontally
1773899509.601936 cmd_parse_build_commands 0:3: %
1773899509.601938 cmd_parse_build_commands 0:4 0:0: split-window
1773899509.601940 cmd_parse_build_commands 0:4 0:1: -h
1773899509.601942 cmd_parse_build_commands 0:0: split-window
1773899509.601943 cmd_parse_build_commands 0:1: -h
1773899509.601946 args_parse_flags: next -h
1773899509.601947 args_parse_flags: -h
1773899509.601949 args_parse: flags end at 2 of 2
1773899509.601951 cmd_parse_build_commands: split-window -h
1773899509.601952 args_parse_flags: next -N
1773899509.601954 args_parse_flag_argument: -N = Split window horizontally
1773899509.601956 args_parse_flags: next %
1773899509.601957 args_parse: flags end at 3 of 5
1773899509.601958 args_parse: 3 = % (type STRING)
1773899509.601960 args_parse: 4 = split-window -h (type COMMANDS)
1773899509.601964 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1773899509.601967 cmdq_get_command: [bind-key/0x55b5d8787780] group 78
1773899509.601968 cmdq_append <global>: [bind-key/0x55b5d8787780]
1773899509.601971 yylex_token: end at WS
1773899509.601972 yylex_token: bind
1773899509.601974 yylex_token: end at WS
1773899509.601975 yylex_token: -N
1773899509.601977 yylex_token: end at WS
1773899509.601978 yylex_token: Kill current window
1773899509.601980 yylex_token: end at WS
1773899509.601981 yylex_token: &
1773899509.601982 yylex_token: end at WS
1773899509.601984 yylex_token: confirm-before
1773899509.601985 yylex_token: end at WS
1773899509.601987 yylex_token: -pkill-window #W? (y/n)
1773899509.601988 yylex_token: end at WS
1773899509.601990 yylex_token: kill-window
1773899509.601992 cmd_parse_build_commands 0:0: bind
1773899509.601993 cmd_parse_build_commands 0:1: -N
1773899509.601995 cmd_parse_build_commands 0:2: Kill current window
1773899509.601996 cmd_parse_build_commands 0:3: &
1773899509.601998 cmd_parse_build_commands 0:4 0:0: confirm-before
1773899509.602000 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1773899509.602001 cmd_parse_build_commands 0:4 0:2: kill-window
1773899509.602003 cmd_parse_build_commands 0:0: confirm-before
1773899509.602005 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1773899509.602006 cmd_parse_build_commands 0:2: kill-window
1773899509.602008 args_parse_flags: next -pkill-window #W? (y/n)
1773899509.602010 args_parse_flag_argument: -p = kill-window #W? (y/n)
1773899509.602012 args_parse_flags: next kill-window
1773899509.602013 args_parse: flags end at 2 of 3
1773899509.602015 args_parse: 2 = kill-window (type STRING)
1773899509.602018 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1773899509.602020 args_parse_flags: next -N
1773899509.602021 args_parse_flag_argument: -N = Kill current window
1773899509.602023 args_parse_flags: next &
1773899509.602024 args_parse: flags end at 3 of 5
1773899509.602026 args_parse: 3 = & (type STRING)
1773899509.602029 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1773899509.602034 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1773899509.602036 cmdq_get_command: [bind-key/0x55b5d87881f0] group 86
1773899509.602038 cmdq_append <global>: [bind-key/0x55b5d87881f0]
1773899509.602041 yylex_token: end at WS
1773899509.602043 yylex_token: bind
1773899509.602044 yylex_token: end at WS
1773899509.602045 yylex_token: -N
1773899509.602047 yylex_token: end at WS
1773899509.602049 yylex_token: Prompt for window index to select
1773899509.602050 yylex_token: end at WS
1773899509.602052 yylex_token: '
1773899509.602053 yylex_token: end at WS
1773899509.602055 yylex_token: command-prompt
1773899509.602056 yylex_token: end at WS
1773899509.602057 yylex_token: -T
1773899509.602059 yylex_token: end at WS
1773899509.602060 yylex_token: window-target
1773899509.602062 yylex_token: end at WS
1773899509.602063 yylex_token: -pindex
1773899509.602065 yylex_token: end at WS
1773899509.602067 yylex_token: select-window
1773899509.602068 yylex_token: end at WS
1773899509.602070 yylex_token: -t
1773899509.602071 yylex_token: end at WS
1773899509.602072 yylex_token: :%%
1773899509.602074 cmd_parse_build_commands 0:0: bind
1773899509.602076 cmd_parse_build_commands 0:1: -N
1773899509.602078 cmd_parse_build_commands 0:2: Prompt for window index to select
1773899509.602079 cmd_parse_build_commands 0:3: '
1773899509.602081 cmd_parse_build_commands 0:4 0:0: command-prompt
1773899509.602082 cmd_parse_build_commands 0:4 0:1: -T
1773899509.602084 cmd_parse_build_commands 0:4 0:2: window-target
1773899509.602085 cmd_parse_build_commands 0:4 0:3: -pindex
1773899509.602087 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1773899509.602088 cmd_parse_build_commands 0:4 0:4 0:1: -t
1773899509.602090 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1773899509.602092 cmd_parse_build_commands 0:0: command-prompt
1773899509.602093 cmd_parse_build_commands 0:1: -T
1773899509.602094 cmd_parse_build_commands 0:2: window-target
1773899509.602096 cmd_parse_build_commands 0:3: -pindex
1773899509.602098 cmd_parse_build_commands 0:4 0:0: select-window
1773899509.602099 cmd_parse_build_commands 0:4 0:1: -t
1773899509.602100 cmd_parse_build_commands 0:4 0:2: :%%
1773899509.602102 cmd_parse_build_commands 0:0: select-window
1773899509.602104 cmd_parse_build_commands 0:1: -t
1773899509.602105 cmd_parse_build_commands 0:2: :%%
1773899509.602108 args_parse_flags: next -t
1773899509.602110 args_parse_flag_argument: -t = :%%
1773899509.602111 args_parse: flags end at 3 of 3
1773899509.602114 cmd_parse_build_commands: select-window -t ":%%"
1773899509.602116 args_parse_flags: next -T
1773899509.602118 args_parse_flag_argument: -T = window-target
1773899509.602119 args_parse_flags: next -pindex
1773899509.602120 args_parse_flag_argument: -p = index
1773899509.602122 args_parse: flags end at 4 of 5
1773899509.602124 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1773899509.602129 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1773899509.602130 args_parse_flags: next -N
1773899509.602132 args_parse_flag_argument: -N = Prompt for window index to select
1773899509.602133 args_parse_flags: next '
1773899509.602135 args_parse: flags end at 3 of 5
1773899509.602136 args_parse: 3 = ' (type STRING)
1773899509.602140 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1773899509.602146 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1773899509.602149 cmdq_get_command: [bind-key/0x55b5d8789560] group 94
1773899509.602151 cmdq_append <global>: [bind-key/0x55b5d8789560]
1773899509.602153 yylex_token: end at WS
1773899509.602155 yylex_token: bind
1773899509.602174 yylex_token: end at WS
1773899509.602176 yylex_token: -N
1773899509.602177 yylex_token: end at WS
1773899509.602179 yylex_token: Switch to previous client
1773899509.602180 yylex_token: end at WS
1773899509.602182 yylex_token: (
1773899509.602183 yylex_token: end at WS
1773899509.602185 yylex_token: switch-client
1773899509.602186 yylex_token: end at WS
1773899509.602188 yylex_token: -p
1773899509.602190 cmd_parse_build_commands 0:0: bind
1773899509.602192 cmd_parse_build_commands 0:1: -N
1773899509.602193 cmd_parse_build_commands 0:2: Switch to previous client
1773899509.602196 cmd_parse_build_commands 0:3: (
1773899509.602198 cmd_parse_build_commands 0:4 0:0: switch-client
1773899509.602199 cmd_parse_build_commands 0:4 0:1: -p
1773899509.602201 cmd_parse_build_commands 0:0: switch-client
1773899509.602203 cmd_parse_build_commands 0:1: -p
1773899509.602206 args_parse_flags: next -p
1773899509.602207 args_parse_flags: -p
1773899509.602209 args_parse: flags end at 2 of 2
1773899509.602211 cmd_parse_build_commands: switch-client -p
1773899509.602212 args_parse_flags: next -N
1773899509.602214 args_parse_flag_argument: -N = Switch to previous client
1773899509.602216 args_parse_flags: next (
1773899509.602217 args_parse: flags end at 3 of 5
1773899509.602219 args_parse: 3 = ( (type STRING)
1773899509.602221 args_parse: 4 = switch-client -p (type COMMANDS)
1773899509.602225 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1773899509.602227 cmdq_get_command: [bind-key/0x55b5d8788610] group 106
1773899509.602229 cmdq_append <global>: [bind-key/0x55b5d8788610]
1773899509.602231 yylex_token: end at WS
1773899509.602232 yylex_token: bind
1773899509.602234 yylex_token: end at WS
1773899509.602235 yylex_token: -N
1773899509.602237 yylex_token: end at WS
1773899509.602239 yylex_token: Switch to next client
1773899509.602240 yylex_token: end at WS
1773899509.602241 yylex_token: )
1773899509.602243 yylex_token: end at WS
1773899509.602244 yylex_token: switch-client
1773899509.602246 yylex_token: end at WS
1773899509.602247 yylex_token: -n
1773899509.602249 cmd_parse_build_commands 0:0: bind
1773899509.602251 cmd_parse_build_commands 0:1: -N
1773899509.602252 cmd_parse_build_commands 0:2: Switch to next client
1773899509.602254 cmd_parse_build_commands 0:3: )
1773899509.602256 cmd_parse_build_commands 0:4 0:0: switch-client
1773899509.602257 cmd_parse_build_commands 0:4 0:1: -n
1773899509.602259 cmd_parse_build_commands 0:0: switch-client
1773899509.602261 cmd_parse_build_commands 0:1: -n
1773899509.602264 args_parse_flags: next -n
1773899509.602265 args_parse_flags: -n
1773899509.602267 args_parse: flags end at 2 of 2
1773899509.602269 cmd_parse_build_commands: switch-client -n
1773899509.602270 args_parse_flags: next -N
1773899509.602272 args_parse_flag_argument: -N = Switch to next client
1773899509.602274 args_parse_flags: next )
1773899509.602275 args_parse: flags end at 3 of 5
1773899509.602277 args_parse: 3 = ) (type STRING)
1773899509.602279 args_parse: 4 = switch-client -n (type COMMANDS)
1773899509.602283 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1773899509.602285 cmdq_get_command: [bind-key/0x55b5d8789820] group 114
1773899509.602287 cmdq_append <global>: [bind-key/0x55b5d8789820]
1773899509.602289 yylex_token: end at WS
1773899509.602290 yylex_token: bind
1773899509.602292 yylex_token: end at WS
1773899509.602293 yylex_token: -N
1773899509.602295 yylex_token: end at WS
1773899509.602296 yylex_token: Rename current window
1773899509.602298 yylex_token: end at WS
1773899509.602299 yylex_token: ,
1773899509.602301 yylex_token: end at WS
1773899509.602302 yylex_token: command-prompt
1773899509.602304 yylex_token: end at WS
1773899509.602305 yylex_token: -I#W
1773899509.602307 yylex_token: end at WS
1773899509.602308 yylex_token: rename-window
1773899509.602309 yylex_token: end at WS
1773899509.602311 yylex_token: --
1773899509.602312 yylex_token: end at WS
1773899509.602314 yylex_token: %%
1773899509.602316 cmd_parse_build_commands 0:0: bind
1773899509.602317 cmd_parse_build_commands 0:1: -N
1773899509.602319 cmd_parse_build_commands 0:2: Rename current window
1773899509.602320 cmd_parse_build_commands 0:3: ,
1773899509.602322 cmd_parse_build_commands 0:4 0:0: command-prompt
1773899509.602324 cmd_parse_build_commands 0:4 0:1: -I#W
1773899509.602325 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1773899509.602327 cmd_parse_build_commands 0:4 0:2 0:1: --
1773899509.602328 cmd_parse_build_commands 0:4 0:2 0:2: %%
1773899509.602330 cmd_parse_build_commands 0:0: command-prompt
1773899509.602334 cmd_parse_build_commands 0:1: -I#W
1773899509.602335 cmd_parse_build_commands 0:2 0:0: rename-window
1773899509.602337 cmd_parse_build_commands 0:2 0:1: --
1773899509.602338 cmd_parse_build_commands 0:2 0:2: %%
1773899509.602340 cmd_parse_build_commands 0:0: rename-window
1773899509.602342 cmd_parse_build_commands 0:1: --
1773899509.602343 cmd_parse_build_commands 0:2: %%
1773899509.602346 args_parse_flags: next --
1773899509.602347 args_parse: flags end at 2 of 3
1773899509.602349 args_parse: 2 = %% (type STRING)
1773899509.602351 cmd_parse_build_commands: rename-window "%%"
1773899509.602353 args_parse_flags: next -I#W
1773899509.602355 args_parse_flag_argument: -I = #W
1773899509.602356 args_parse: flags end at 2 of 3
1773899509.602359 args_parse: 2 = rename-window "%%" (type COMMANDS)
1773899509.602363 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1773899509.602364 args_parse_flags: next -N
1773899509.602366 args_parse_flag_argument: -N = Rename current window
1773899509.602367 args_parse_flags: next ,
1773899509.602369 args_parse: flags end at 3 of 5
1773899509.602370 args_parse: 3 = , (type STRING)
1773899509.602374 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1773899509.602379 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1773899509.602381 cmdq_get_command: [bind-key/0x55b5d878a230] group 122
1773899509.602383 cmdq_append <global>: [bind-key/0x55b5d878a230]
1773899509.602386 yylex_token: end at WS
1773899509.602388 yylex_token: bind
1773899509.602389 yylex_token: end at WS
1773899509.602391 yylex_token: -N
1773899509.602392 yylex_token: end at WS
1773899509.602394 yylex_token: Delete the most recent paste buffer
1773899509.602396 yylex_token: end at WS
1773899509.602397 yylex_token: -
1773899509.602399 yylex_token: end at WS
1773899509.602400 yylex_token: delete-buffer
1773899509.602402 cmd_parse_build_commands 0:0: bind
1773899509.602404 cmd_parse_build_commands 0:1: -N
1773899509.602405 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1773899509.602407 cmd_parse_build_commands 0:3: -
1773899509.602409 cmd_parse_build_commands 0:4 0:0: delete-buffer
1773899509.602411 cmd_parse_build_commands 0:0: delete-buffer
1773899509.602413 args_parse: flags end at 1 of 1
1773899509.602415 cmd_parse_build_commands: delete-buffer
1773899509.602416 args_parse_flags: next -N
1773899509.602418 args_parse_flag_argument: -N = Delete the most recent paste buffer
1773899509.602419 args_parse_flags: next -
1773899509.602421 args_parse: flags end at 3 of 5
1773899509.602422 args_parse: 3 = - (type STRING)
1773899509.602424 args_parse: 4 = delete-buffer (type COMMANDS)
1773899509.602428 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1773899509.602430 cmdq_get_command: [bind-key/0x55b5d878b030] group 134
1773899509.602432 cmdq_append <global>: [bind-key/0x55b5d878b030]
1773899509.602434 yylex_token: end at WS
1773899509.602435 yylex_token: bind
1773899509.602437 yylex_token: end at WS
1773899509.602438 yylex_token: -N
1773899509.602440 yylex_token: end at WS
1773899509.602441 yylex_token: Move the current window
1773899509.602443 yylex_token: end at WS
1773899509.602444 yylex_token: .
1773899509.602446 yylex_token: end at WS
1773899509.602447 yylex_token: command-prompt
1773899509.602449 yylex_token: end at WS
1773899509.602450 yylex_token: -T
1773899509.602451 yylex_token: end at WS
1773899509.602453 yylex_token: target
1773899509.602454 yylex_token: end at WS
1773899509.602456 yylex_token: move-window
1773899509.602457 yylex_token: end at WS
1773899509.602458 yylex_token: -t
1773899509.602460 yylex_token: end at WS
1773899509.602461 yylex_token: %%
1773899509.602464 cmd_parse_build_commands 0:0: bind
1773899509.602465 cmd_parse_build_commands 0:1: -N
1773899509.602467 cmd_parse_build_commands 0:2: Move the current window
1773899509.602468 cmd_parse_build_commands 0:3: .
1773899509.602470 cmd_parse_build_commands 0:4 0:0: command-prompt
1773899509.602474 cmd_parse_build_commands 0:4 0:1: -T
1773899509.602476 cmd_parse_build_commands 0:4 0:2: target
1773899509.602478 cmd_parse_build_commands 0:4 0:3 0:0: move-window
